4.275000000000000000e+02,1.410000600000000077e+03,4.321250500000000102e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.335000600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.322979999999999563e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.410000600000000077e+03,4.323460000000000036e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.416250600000000077e+03,4.350190000000000509e+03,6.912505999999999631e+02,4.787506000000000199e+02,2.295000600000000304e+03
4.275000000000000000e+02,1.422500000000000000e+03,4.350670000000000073e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.338650499999999738e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.339130500000000211e+03,6.787500000000000000e+02,4.787506000000000199e+02,2.313750000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.325860000000000582e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.410000600000000077e+03,4.326340000000000146e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.410000600000000077e+03,4.328069999999999709e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.310000600000000304e+03
4.275000000000000000e+02,1.416250600000000077e+03,4.341050500000000284e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.287506000000000199e+02,1.423750600000000077e+03,4.340280499999999847e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.425000600000000077e+03,4.337010000000000218e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.310000600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.314990499999999884e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.307500000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.316720500000000357e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.321250600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.329699999999999818e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.317680500000000393e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.295000600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.316910499999999956e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.275000000000000000e+02,1.436250000000000000e+03,4.317390499999999520e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.322500000000000000e+03
4.262500000000000000e+02,1.436250000000000000e+03,4.319120499999999993e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.333750600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.318350500000000466e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.336250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.312580500000000029e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.320560499999999593e+03,6.887500000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.346040500000000065e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.425000600000000077e+03,4.347770500000000538e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.334500000000000000e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.321250600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.322480499999999665e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.322960500000000138e+03,6.800000000000000000e+02,4.787506000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.410000600000000077e+03,4.309690500000000611e+03,6.812500000000000000e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.337670000000000073e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.349400499999999738e+03,6.950000000000000000e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.262500000000000000e+02,1.411250000000000000e+03,4.351130500000000211e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.337860000000000582e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.412500000000000000e+03,4.325840500000000247e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.335000600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.338819999999999709e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.335000600000000304e+03
4.262500000000000000e+02,1.411250000000000000e+03,4.329300500000000284e+03,6.925005999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.338530499999999847e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.412500000000000000e+03,4.326510500000000320e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.340739999999999782e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.348750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.341220000000000255e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.348750000000000000e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.315450499999999920e+03,6.925005999999999631e+02,4.787506000000000199e+02,2.336250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.328430500000000393e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.355160499999999956e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.311250600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.369389999999999418e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.310000600000000304e+03
4.262500000000000000e+02,1.422500000000000000e+03,4.356120499999999993e+03,6.800000000000000000e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.344100000000000364e+03,6.812500000000000000e+02,4.787506000000000199e+02,2.310000600000000304e+03
4.262500000000000000e+02,1.425000600000000077e+03,4.335830500000000029e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.332560499999999593e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.322500000000000000e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.333040500000000065e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.346020000000000437e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.347750000000000000e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.346979999999999563e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.334960500000000138e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.335440500000000611e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.275000000000000000e+02,1.410000600000000077e+03,4.334670500000000175e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.336400499999999738e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.262500000000000000e+02,1.422500000000000000e+03,4.336880500000000211e+03,6.900000000000000000e+02,4.787506000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.349860000000000582e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.357840500000000247e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.308750000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.338320499999999811e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.307500000000000000e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.351300000000000182e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.296250600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.378029999999999745e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.282500000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.392260500000000320e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.282500000000000000e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.377739999999999782e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.282500000000000000e+03
4.275000000000000000e+02,1.425000600000000077e+03,4.353220000000000255e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.295000600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.353699999999999818e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.275000000000000000e+02,1.425000600000000077e+03,4.341680500000000393e+03,6.925005999999999631e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.342160499999999956e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.295000600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.342640499999999520e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.295000600000000304e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.356869999999999891e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.296250600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.343600500000000466e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.295000600000000304e+03
4.275000000000000000e+02,1.411250000000000000e+03,4.330330500000000029e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.298750000000000000e+03
4.262500000000000000e+02,1.411250000000000000e+03,4.327060499999999593e+03,6.937505999999999631e+02,4.800006000000000199e+02,2.296250600000000304e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.318789999999999964e+03,6.950000000000000000e+02,4.800006000000000199e+02,2.282500000000000000e+03
4.262500000000000000e+02,1.410000600000000077e+03,4.305520500000000538e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.307500000000000000e+03
4.262500000000000000e+02,1.423750600000000077e+03,4.318500000000000000e+03,6.937505999999999631e+02,4.787506000000000199e+02,2.321250600000000304e+03
4.275000000000000000e+02,1.423750600000000077e+03,4.320229999999999563e+03,6.925005999999999631e+02,4.800006000000000199e+02,2.315000000000000000e+03
